,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
40082,Chandera,Chandera,25.0829,78.9784,India,IN,IND,Madhya Pradesh,,10414.0,1356320894
40097,Māchalpur,Machalpur,24.1277,76.3167,India,IN,IND,Madhya Pradesh,,10408.0,1356642940
40101,Telsang,Telsang,16.72,75.06,India,IN,IND,Karnātaka,,10407.0,1356300287
40110,Barhi,Barhi,26.4629,86.2771,India,IN,IND,Bihār,,10405.0,1356100468
40113,Kotharpettai,Kotharpettai,12.678,78.6243,India,IN,IND,Tamil Nādu,,10404.0,1356016563
40121,Kodūru,Koduru,13.8692,77.7298,India,IN,IND,Andhra Pradesh,,10402.0,1356970656
40129,Banta,Banta,24.2323,87.8749,India,IN,IND,West Bengal,,10400.0,1356001065
40141,Sāīnkhera,Sainkhera,22.9589,78.5782,India,IN,IND,Madhya Pradesh,,10397.0,1356167148
40149,Mādhopur,Madhopur,25.3453,85.3925,India,IN,IND,Bihār,,10395.0,1356328255
40150,Velappādi,Velappadi,12.6499,79.3151,India,IN,IND,Tamil Nādu,,10395.0,1356965281
40151,Eriyodu,Eriyodu,10.5172,78.0627,India,IN,IND,Tamil Nādu,,10395.0,1356036620
40156,Narkatpalli,Narkatpalli,17.203,79.195,India,IN,IND,Telangāna,,10394.0,1356046669
40158,Jhāua,Jhaua,25.7487,84.924,India,IN,IND,Bihār,,10393.0,1356099578
40163,Tripurāntakam,Tripurantakam,16.0007,79.4563,India,IN,IND,Andhra Pradesh,,10392.0,1356024353
40167,Jigani,Jigani,12.7861,77.6385,India,IN,IND,Karnātaka,,10389.0,1356570809
40171,Mātsavaram,Matsavaram,16.6,79.7333,India,IN,IND,Andhra Pradesh,,10388.0,1356409760
40175,Gokinepalle,Gokinepalle,16.9228,79.7827,India,IN,IND,Telangāna,,10386.0,1356874906
40182,Telkapalli,Telkapalli,16.45,78.4667,India,IN,IND,Telangāna,,10384.0,1356020207
40185,Gayāspur,Gayaspur,25.9217,84.4399,India,IN,IND,Bihār,,10383.0,1356285960
40189,Jālihalli,Jalihalli,16.365,76.7811,India,IN,IND,Karnātaka,,10381.0,1356088739
40194,Pāraippatti,Paraippatti,10.3144,77.8601,India,IN,IND,Tamil Nādu,,10379.0,1356252319
40195,Sangrāmpur,Sangrampur,25.0711,86.1871,India,IN,IND,Bihār,,10379.0,1356807538
40203,Desuri,Desuri,25.2833,73.5667,India,IN,IND,Rājasthān,,10377.0,1356000146
40206,Nidamānūru,Nidamanuru,16.5066,80.7222,India,IN,IND,Andhra Pradesh,,10375.0,1356759109
40209,Nalgora,Nalgora,22.0346,88.4743,India,IN,IND,West Bengal,,10373.0,1356342288
40212,Mādhopur Hazāri,Madhopur Hazari,26.2623,84.8995,India,IN,IND,Bihār,,10372.0,1356860498
40213,Raghunāthpur,Raghunathpur,26.3448,84.9211,India,IN,IND,Bihār,,10372.0,1356944072
40219,Phek,Phek,25.571,94.301,India,IN,IND,Nāgāland,,10371.0,1356127461
40222,Mānkur,Mankur,23.4353,87.5527,India,IN,IND,West Bengal,,10370.0,1356698226
40225,Gharyāla,Gharyala,31.2294,74.7352,India,IN,IND,Punjab,,10369.0,1356021460
40229,Puduppatti,Puduppatti,9.6171,77.6375,India,IN,IND,Tamil Nādu,,10368.0,1356217616
40234,Kottapuram,Kottapuram,10.2958,76.2431,India,IN,IND,Kerala,,10366.0,1356741552
40240,Kalgi,Kalgi,17.35,77.15,India,IN,IND,Karnātaka,,10365.0,1356359480
40241,Bommārbettu,Bommarbettu,13.339,74.8784,India,IN,IND,Karnātaka,,10365.0,1356233667
40242,Momanpet,Momanpet,17.5175,77.8981,India,IN,IND,Telangāna,,10364.0,1356411596
40245,Ambalanūr,Ambalanur,16.59,75.96,India,IN,IND,Karnātaka,,10363.0,1356298718
40246,Peravali,Peravali,15.2861,77.4997,India,IN,IND,Andhra Pradesh,,10363.0,1356970840
40249,Fakirtaki,Fakirtaki,22.3815,88.7901,India,IN,IND,West Bengal,,10361.0,1356913401
40252,Bassian,Bassian,30.6559,75.5389,India,IN,IND,Punjab,,10360.0,1356005138
40259,Phulmālik,Phulmalik,25.4132,86.4255,India,IN,IND,Bihār,,10356.0,1356885563
40262,Khawaspur,Khawaspur,26.2331,84.6388,India,IN,IND,Bihār,,10355.0,1356544716
40271,Siktiāhi,Siktiahi,26.4812,86.4023,India,IN,IND,Bihār,,10352.0,1356146314
40272,Hisar,Hisar,26.5495,85.9406,India,IN,IND,Bihār,,10352.0,1356224432
40280,Hirehadagalli,Hirehadagalli,14.9267,75.8322,India,IN,IND,Karnātaka,,10350.0,1356923875
40281,Rounia,Rounia,25.5179,87.3999,India,IN,IND,Bihār,,10350.0,1356347491
40285,Mallan,Mallan,30.4015,74.7365,India,IN,IND,Punjab,,10348.0,1356680446
40287,Vellatūru,Vellaturu,16.1209,79.6508,India,IN,IND,Andhra Pradesh,,10347.0,1356282921
40290,Māruteru,Maruteru,16.6237,81.7394,India,IN,IND,Andhra Pradesh,,10346.0,1356126599
40292,Srikrishnapur,Srikrishnapur,22.9717,88.0351,India,IN,IND,West Bengal,,10345.0,1356068749
40297,Mānikpur,Manikpur,25.3129,87.4388,India,IN,IND,Bihār,,10343.0,1356069750
40301,Mokarrampur,Mokarrampur,26.2176,86.0433,India,IN,IND,Bihār,,10342.0,1356347629
40302,Konkavāripalle,Konkavaripalle,13.7125,78.4861,India,IN,IND,Andhra Pradesh,,10342.0,1356227566
40304,Cheruvannūr,Cheruvannur,11.8284,75.7295,India,IN,IND,Kerala,,10341.0,1356470757
40308,Salempur,Salempur,29.875,77.858,India,IN,IND,Uttarākhand,,10340.0,1356547532
40309,Ganga Sāgar,Ganga Sagar,21.6528,88.0753,India,IN,IND,West Bengal,,10340.0,1356790764
40317,Sonwān,Sonwan,25.6258,86.2161,India,IN,IND,Bihār,,10338.0,1356251122
40320,Tirkha,Tirkha,26.129,81.0343,India,IN,IND,Uttar Pradesh,,10337.0,1356099341
40340,Oppatavādi,Oppatavadi,12.569,78.3992,India,IN,IND,Tamil Nādu,,10330.0,1356284295
40351,Ratnagiri,Ratnagiri,13.8111,77.1301,India,IN,IND,Karnātaka,,10326.0,1356497114
40358,Babhniyāwān,Babhniyawan,25.4943,84.4815,India,IN,IND,Bihār,,10325.0,1356981784
40374,Arimalam,Arimalam,10.255,78.884,India,IN,IND,Tamil Nādu,,10321.0,1356117183
40379,Harsola,Harsola,22.5694,75.8165,India,IN,IND,Madhya Pradesh,,10319.0,1356273769
40380,Dombāchcheri,Dombachcheri,9.9604,77.3909,India,IN,IND,Tamil Nādu,,10319.0,1356241696
40381,Hariāna,Hariana,31.6351,75.8389,India,IN,IND,Punjab,,10319.0,1356249211
40382,Kāmepalle,Kamepalle,16.5191,79.835,India,IN,IND,Andhra Pradesh,,10319.0,1356603499
40389,Yādavolu,Yadavolu,17.0619,81.4729,India,IN,IND,Andhra Pradesh,,10317.0,1356745282
40390,Āzamnagar,Azamnagar,25.5456,87.8294,India,IN,IND,Bihār,,10317.0,1356646676
40410,Rāmchandrapur,Ramchandrapur,22.891,88.473,India,IN,IND,West Bengal,,10312.0,1356118929
40413,Solim,Solim,15.6145,73.7704,India,IN,IND,Goa,,10311.0,1356515505
40418,Auhar Sheikh,Auhar Sheikh,26.7216,84.5993,India,IN,IND,Bihār,,10310.0,1356974954
40419,Motibennur,Motibennur,14.715,75.48,India,IN,IND,Karnātaka,,10310.0,1356357981
40426,Khiram,Khiram,33.732,75.16,India,IN,IND,Jammu and Kashmīr,,10307.0,1356818085
40439,Lakkireddipalle,Lakkireddipalle,14.1667,78.7,India,IN,IND,Andhra Pradesh,,10303.0,1356608796
40454,Kalamūla,Kalamula,11.1417,76.3417,India,IN,IND,Kerala,,10299.0,1356887903
40458,Nāna,Nana,24.916,73.133,India,IN,IND,Rājasthān,,10298.0,1356706284
40459,Shahar Telpa,Shahar Telpa,25.133,84.6533,India,IN,IND,Bihār,,10298.0,1356545471
40471,Ratauli,Ratauli,26.1861,86.7104,India,IN,IND,Bihār,,10294.0,1356256011
40475,Balaungi,Balaungi,30.7306,76.6937,India,IN,IND,Punjab,,10293.0,1356816825
40476,Zāwal,Zawal,24.9833,72.7333,India,IN,IND,Rājasthān,,10293.0,1356106141
40491,Srīsailain,Srisailain,16.0833,78.8667,India,IN,IND,Andhra Pradesh,,10288.0,1356108184
40492,Simarwāra Durgāpur,Simarwara Durgapur,25.852,85.4944,India,IN,IND,Bihār,,10288.0,1356201242
40505,Jankampet,Jankampet,18.7067,78.0233,India,IN,IND,Telangāna,,10284.0,1356799113
40507,Kandrāwān,Kandrawan,25.8882,81.2618,India,IN,IND,Uttar Pradesh,,10283.0,1356380881
40530,Mallapuram,Mallapuram,9.828,77.673,India,IN,IND,Tamil Nādu,,10276.0,1356213661
40531,Dora,Dora,22.1858,88.5142,India,IN,IND,West Bengal,,10275.0,1356328027
40535,Mehdauli,Mehdauli,25.6561,86.0257,India,IN,IND,Bihār,,10274.0,1356746996
40536,Peddāpuram,Peddapuram,18.0289,79.7269,India,IN,IND,Telangāna,,10274.0,1356457856
40537,Meghaul,Meghaul,25.6561,86.0257,India,IN,IND,Bihār,,10274.0,1356324800
40540,Bela,Bela,26.4989,86.3242,India,IN,IND,Bihār,,10273.0,1356171488
40543,Tekkēkara,Tekkekara,9.7,76.7833,India,IN,IND,Kerala,,10272.0,1356162828
40544,Kīlminnal,Kilminnal,12.9447,79.2514,India,IN,IND,Tamil Nādu,,10272.0,1356899164
40545,Gaunivāripalle,Gaunivaripalle,13.9756,77.8768,India,IN,IND,Andhra Pradesh,,10272.0,1356605250
40548,Ullūr,Ullur,10.9706,79.4063,India,IN,IND,Tamil Nādu,,10270.0,1356172308
40551,Bhikkiwind Uttār,Bhikkiwind Uttar,31.3453,74.6914,India,IN,IND,Punjab,,10269.0,1356788831
40552,Mel Seval,Mel Seval,8.6722,77.6147,India,IN,IND,Tamil Nādu,,10269.0,1356201476
40555,Somireddipalle,Somireddipalle,14.8365,78.9062,India,IN,IND,Andhra Pradesh,,10268.0,1356074440
40556,Māli,Mali,25.1269,84.7084,India,IN,IND,Bihār,,10268.0,1356018726
40560,Reddipalle,Reddipalle,14.1993,78.0102,India,IN,IND,Andhra Pradesh,,10266.0,1356116933
40570,Indalvai,Indalvai,18.5403,78.2248,India,IN,IND,Telangāna,,10263.0,1356876515
40579,Tettuppatti,Tettuppatti,10.3979,77.8225,India,IN,IND,Tamil Nādu,,10260.0,1356247265
40585,Jaipur,Jaipur,23.4313,86.1493,India,IN,IND,West Bengal,,10259.0,1356450301
40589,Gohuma Bairia,Gohuma Bairia,26.3938,86.3976,India,IN,IND,Bihār,,10257.0,1356131175
40596,Shahmīrpet,Shahmirpet,17.5947,78.5749,India,IN,IND,Telangāna,,10255.0,1356385213
40597,Tārar,Tarar,25.1821,87.1671,India,IN,IND,Bihār,,10255.0,1356532159
40598,Barai,Barai,26.3717,86.0134,India,IN,IND,Bihār,,10255.0,1356605319
40619,Nayānagar,Nayanagar,25.7465,86.1027,India,IN,IND,Bihār,,10247.0,1356660309
40624,Badru Khān,Badru Khan,30.2523,75.7917,India,IN,IND,Punjab,,10245.0,1356086328
40628,Vairampatti,Vairampatti,10.5515,78.3022,India,IN,IND,Tamil Nādu,,10244.0,1356416006
40636,Maheshrām,Maheshram,25.2874,87.4124,India,IN,IND,Bihār,,10241.0,1356216646
40640,Khair Khān,Khair Khan,26.2727,87.3037,India,IN,IND,Bihār,,10240.0,1356070540
40641,Vellur,Vellur,12.1667,75.35,India,IN,IND,Kerala,,10239.0,1356441727
40647,Kīramangalam,Kiramangalam,10.2859,79.0996,India,IN,IND,Tamil Nādu,,10237.0,1356232302
40648,Appārāopeta,Apparaopeta,16.8987,81.5684,India,IN,IND,Andhra Pradesh,,10237.0,1356163304
40650,Borgampād,Borgampad,17.65,80.8667,India,IN,IND,Telangāna,,10235.0,1356917535
40653,Pūvalūr,Puvalur,10.9003,78.8308,India,IN,IND,Tamil Nādu,,10234.0,1356205510
40662,Pārtibanūr,Partibanur,9.5855,78.4545,India,IN,IND,Tamil Nādu,,10232.0,1356746876
40667,Raibhīr,Raibhir,25.9978,86.8781,India,IN,IND,Bihār,,10230.0,1356512738
40674,Jītpur,Jitpur,26.8149,84.9578,India,IN,IND,Bihār,,10228.0,1356058799
40675,Muttam,Muttam,9.8378,76.7126,India,IN,IND,Kerala,,10228.0,1356004220
40682,Potunūru,Potunuru,16.7442,81.2206,India,IN,IND,Andhra Pradesh,,10224.0,1356131123
40685,Luathaha,Luathaha,26.6316,84.9079,India,IN,IND,Bihār,,10223.0,1356996555
40686,Āhiro,Ahiro,24.9192,87.1054,India,IN,IND,Bihār,,10223.0,1356496570
40688,Koila Dewa,Koila Dewa,26.4079,84.1962,India,IN,IND,Bihār,,10222.0,1356659730
40696,Vadakku Ariyanāyakipuram,Vadakku Ariyanayakipuram,8.7208,77.545,India,IN,IND,Tamil Nādu,,10218.0,1356201450
40706,Multi,Multi,22.2847,88.4053,India,IN,IND,West Bengal,,10215.0,1356171822
40709,Nāgasamudram,Nagasamudram,15.0556,77.5004,India,IN,IND,Andhra Pradesh,,10214.0,1356469097
40717,Kandulāpuram,Kandulapuram,15.5976,79.1365,India,IN,IND,Andhra Pradesh,,10212.0,1356995894
40741,Miāni,Miani,31.7092,75.5661,India,IN,IND,Punjab,,10203.0,1356097508
40748,Rāmannapeta,Ramannapeta,17.2833,79.0859,India,IN,IND,Telangāna,,10202.0,1356079915
40762,Garhi,Garhi,24.7904,86.0768,India,IN,IND,Bihār,,10197.0,1356108293
40770,Kottapālem,Kottapalem,16.5787,79.8756,India,IN,IND,Andhra Pradesh,,10194.0,1356172054
40771,Barāgaon,Baragaon,24.5682,79.0185,India,IN,IND,Madhya Pradesh,,10194.0,1356042472
40782,Narasingam,Narasingam,9.9658,78.1833,India,IN,IND,Tamil Nādu,,10189.0,1356232788
40783,Barāhi,Barahi,25.9725,86.7452,India,IN,IND,Bihār,,10189.0,1356995331
40793,Venkatāpuram,Venkatapuram,18.2232,79.9516,India,IN,IND,Telangāna,,10186.0,1356520107
40808,Amgachia,Amgachia,22.4156,88.3051,India,IN,IND,West Bengal,,10179.0,1356436848
40810,Angwāli,Angwali,23.7317,85.9858,India,IN,IND,Jhārkhand,,10178.0,1356183404
40811,Aliganj,Aliganj,24.9365,85.925,India,IN,IND,Bihār,,10178.0,1356234041
40812,Kothi,Kothi,24.7526,80.7775,India,IN,IND,Madhya Pradesh,,10177.0,1356193547
40813,Darwa,Darwa,25.669,85.6461,India,IN,IND,Bihār,,10177.0,1356614765
40817,Shirbadgi,Shirbadgi,15.9418,75.7768,India,IN,IND,Karnātaka,,10176.0,1356212437
40818,Halgūr,Halgur,12.4249,77.227,India,IN,IND,Karnātaka,,10176.0,1356976826
40826,Chikni,Chikni,26.0664,87.4406,India,IN,IND,Bihār,,10173.0,1356466319
40827,Surla,Surla,15.5333,73.8333,India,IN,IND,Goa,,10171.0,1356131924
40829,Jhakhra,Jhakhra,25.7528,85.7474,India,IN,IND,Bihār,,10170.0,1356238710
40830,Pānchi,Panchi,25.1123,85.6321,India,IN,IND,Bihār,,10170.0,1356134882
40831,Jandiāla,Jandiala,31.2157,75.6218,India,IN,IND,Punjab,,10170.0,1356063934
40836,Ajjipuram,Ajjipuram,12.0457,77.3532,India,IN,IND,Karnātaka,,10169.0,1356862548
40837,Pipra Naurangiā,Pipra Naurangia,26.8591,84.4328,India,IN,IND,Bihār,,10169.0,1356542141
40838,Bellamkonda,Bellamkonda,16.4922,80.0089,India,IN,IND,Andhra Pradesh,,10169.0,1356758094
40850,Lābhgaon,Labhgaon,25.5062,86.3899,India,IN,IND,Bihār,,10165.0,1356158425
40851,Katālpur,Katalpur,26.2255,84.7608,India,IN,IND,Bihār,,10165.0,1356347340
40853,Roddam,Roddam,14.1,77.43,India,IN,IND,Andhra Pradesh,,10164.0,1356286713
40866,Jādupatti,Jadupatti,26.1186,86.3114,India,IN,IND,Bihār,,10161.0,1356698623
40878,Togamalai,Togamalai,10.7251,78.4108,India,IN,IND,Tamil Nādu,,10156.0,1356051000
40881,Vūtukūru,Vutukuru,14.5778,80.1423,India,IN,IND,Andhra Pradesh,,10154.0,1356607430
40886,Narot Mehra,Narot Mehra,32.2673,75.5647,India,IN,IND,Punjab,,10152.0,1356739104
40890,Valaparla,Valaparla,15.9167,80.05,India,IN,IND,Andhra Pradesh,,10151.0,1356771123
40891,Kilkunda,Kilkunda,11.2569,76.6697,India,IN,IND,Tamil Nādu,,10150.0,1356523989
40896,Tiruchchuli,Tiruchchuli,9.5348,78.2008,India,IN,IND,Tamil Nādu,,10148.0,1356161208
40897,Kanteru,Kanteru,16.3906,80.5425,India,IN,IND,Andhra Pradesh,,10148.0,1356720379
40898,Telnāl,Telnal,23.01,73.03,India,IN,IND,Gujarāt,,10147.0,1356344776
40908,Kāza,Kaza,16.3887,80.5412,India,IN,IND,Andhra Pradesh,,10146.0,1356130169
40919,Mungod,Mungod,17.0667,79.0667,India,IN,IND,Telangāna,,10141.0,1356844377
40920,Periyanegamam,Periyanegamam,10.7432,77.103,India,IN,IND,Tamil Nādu,,10141.0,1356203865
40932,Villasāgar,Villasagar,18.4736,78.9645,India,IN,IND,Telangāna,,10137.0,1356280098
40940,Elattūr,Elattur,11.3866,77.308,India,IN,IND,Tamil Nādu,,10134.0,1356163537
40945,Dhanur Kalyānwādi,Dhanur Kalyanwadi,17.77,77.14,India,IN,IND,Karnātaka,,10133.0,1356053071
40947,Siswār,Siswar,26.4292,86.4586,India,IN,IND,Bihār,,10132.0,1356004530
40948,Haldipur,Haldipur,14.3333,74.4333,India,IN,IND,Karnātaka,,10132.0,1356970915
40951,Rompicherla,Rompicherla,16.21,79.9087,India,IN,IND,Andhra Pradesh,,10131.0,1356682436
40952,Solindābād,Solindabad,25.8463,86.5907,India,IN,IND,Bihār,,10131.0,1356050070
40953,Rāparla,Raparla,16.302,80.9674,India,IN,IND,Andhra Pradesh,,10131.0,1356450895
40954,Hire Megalageri,Hire Megalageri,14.544,75.9776,India,IN,IND,Karnātaka,,10131.0,1356078789
40956,Potavaram,Potavaram,17.0194,81.4128,India,IN,IND,Andhra Pradesh,,10130.0,1356256779
40964,Deūlgaon Māhi,Deulgaon Mahi,20.0833,76.1833,India,IN,IND,Mahārāshtra,,10127.0,1356000148
40967,Bilga,Bilga,31.05,75.65,India,IN,IND,Punjab,,10125.0,1356917560
40968,Kondalahalli,Kondalahalli,14.72,76.76,India,IN,IND,Karnātaka,,10125.0,1356106236
40969,Bhagirathpur,Bhagirathpur,24.0884,88.4947,India,IN,IND,West Bengal,,10125.0,1356789321
40972,Borim,Borim,15.3604,74.0004,India,IN,IND,Goa,,10124.0,1356387573
40973,Mawai,Mawai,24.8043,78.9388,India,IN,IND,Madhya Pradesh,,10124.0,1356692122
40978,Manglūr,Manglur,15.5177,76.1476,India,IN,IND,Karnātaka,,10123.0,1356135126
40979,Sirigeri,Sirigeri,15.63,76.9,India,IN,IND,Karnātaka,,10122.0,1356573407
40984,Belagola,Belagola,13.3833,75.5833,India,IN,IND,Karnātaka,,10121.0,1356949795
40985,Sūlagiri,Sulagiri,12.6645,78.0134,India,IN,IND,Tamil Nādu,,10121.0,1356425553
40993,Rettanai,Rettanai,12.1953,79.5526,India,IN,IND,Tamil Nādu,,10117.0,1356111969
40994,Hipparga,Hipparga,17.4568,76.3739,India,IN,IND,Karnātaka,,10117.0,1356087528
40995,Begowāl,Begowal,31.6125,75.5194,India,IN,IND,Punjab,,10116.0,1356869076
40996,Nāthpur,Nathpur,26.3261,87.0916,India,IN,IND,Bihār,,10116.0,1356092223
41000,Aroāli,Aroali,24.043,87.9443,India,IN,IND,West Bengal,,10115.0,1356479945
41006,Vaddādi,Vaddadi,17.8474,82.8729,India,IN,IND,Andhra Pradesh,,10113.0,1356586218
41007,Kalakeri,Kalakeri,16.6667,76.3,India,IN,IND,Karnātaka,,10113.0,1356168546
41008,Anandnagar,Anandnagar,27.1,83.2833,India,IN,IND,Uttar Pradesh,,10113.0,1356562036
41009,Horti,Horti,17.17,75.96,India,IN,IND,Karnātaka,,10113.0,1356696783
41015,Masdi,Masdi,25.2441,86.7233,India,IN,IND,Bihār,,10111.0,1356331489
41016,Kondakindi Agrahāram,Kondakindi Agraharam,14.679,77.7401,India,IN,IND,Andhra Pradesh,,10111.0,1356757655
41017,Adigappādi,Adigappadi,12.1459,78.0946,India,IN,IND,Tamil Nādu,,10111.0,1356733894
41031,Raghunāthpur,Raghunathpur,26.0019,84.2753,India,IN,IND,Bihār,,10107.0,1356103844
41039,Perumuchchi,Perumuchchi,13.056,79.6755,India,IN,IND,Tamil Nādu,,10104.0,1356086268
41046,Havanūr,Havanur,14.8667,75.7,India,IN,IND,Karnātaka,,10101.0,1356859648
41053,Chauki Hasan Chauki Makhdum,Chauki Hasan Chauki Makhdum,26.2333,84.4964,India,IN,IND,Bihār,,10100.0,1356401229
41061,Machchand,Machchand,26.3241,79.0543,India,IN,IND,Uttar Pradesh,,10098.0,1356180663
41062,Shāhpur Chaumukhi,Shahpur Chaumukhi,25.7683,86.9049,India,IN,IND,Bihār,,10098.0,1356362474
41065,Talugai,Talugai,11.3752,78.4822,India,IN,IND,Tamil Nādu,,10096.0,1356257990
41066,Korosavāda,Korosavada,18.7256,84.0573,India,IN,IND,Andhra Pradesh,,10096.0,1356108143
41071,Sahidganj,Sahidganj,25.6627,87.0976,India,IN,IND,Bihār,,10094.0,1356212257
41073,Kadalādi,Kadaladi,12.404,78.966,India,IN,IND,Tamil Nādu,,10093.0,1356005006
41078,Ekamba,Ekamba,25.9689,87.5741,India,IN,IND,Bihār,,10090.0,1356070773
41083,Jangalapalle,Jangalapalle,14.8997,79.8936,India,IN,IND,Andhra Pradesh,,10088.0,1356096265
41084,Advi Devalpalli,Advi Devalpalli,16.6631,79.5139,India,IN,IND,Telangāna,,10088.0,1356052912
41088,Erutukada,Erutukada,8.2658,77.1358,India,IN,IND,Tamil Nādu,,10087.0,1356205266
41091,Hardās Bigha,Hardas Bigha,25.4994,85.3551,India,IN,IND,Bihār,,10086.0,1356661144
41092,Karapa,Karapa,16.9,82.1667,India,IN,IND,Andhra Pradesh,,10086.0,1356018044
41098,Padugaipattu,Padugaipattu,8.3642,77.9815,India,IN,IND,Tamil Nādu,,10084.0,1356226693
41109,Thikriwāla,Thikriwala,30.4328,75.5261,India,IN,IND,Punjab,,10080.0,1356154407
41127,Mālīnagar,Malinagar,25.9967,85.6863,India,IN,IND,Bihār,,10075.0,1356508577
41136,Ghatāwān,Ghatawan,25.0968,83.7266,India,IN,IND,Bihār,,10072.0,1356933658
41140,Khaira,Khaira,24.8727,86.2089,India,IN,IND,Bihār,,10071.0,1356889521
41152,Mesrā,Mesra,23.4339,85.4152,India,IN,IND,Jhārkhand,,10068.0,1356177670
41160,Kasba,Kasba,25.5856,88.1122,India,IN,IND,Bihār,,10067.0,1356834956
41164,Bāgalūr,Bagalur,12.8333,77.8667,India,IN,IND,Tamil Nādu,,10066.0,1356736700
41192,Dudhpura,Dudhpura,25.7964,86.1189,India,IN,IND,Bihār,,10059.0,1356099112
41193,Shāhpur Undi,Shahpur Undi,25.637,85.6013,India,IN,IND,Bihār,,10059.0,1356737209
41194,Bāra Khurd,Bara Khurd,25.2599,85.4325,India,IN,IND,Bihār,,10059.0,1356160442
41195,Mocharim,Mocharim,24.6794,84.9905,India,IN,IND,Bihār,,10059.0,1356221817
41201,Rupāna,Rupana,30.407,74.5276,India,IN,IND,Punjab,,10058.0,1356046572
41207,Dhāmua,Dhamua,22.2875,88.3962,India,IN,IND,West Bengal,,10055.0,1356600666
41212,Dalāwarpur,Dalawarpur,26.3466,84.9581,India,IN,IND,Bihār,,10054.0,1356235750
41217,Sāha,Saha,30.3,76.9667,India,IN,IND,Haryāna,,10050.0,1356562975
41218,Rangasamudram,Rangasamudram,14.9852,78.9765,India,IN,IND,Andhra Pradesh,,10049.0,1356170541
41236,Taiyūr,Taiyur,12.7833,80.1833,India,IN,IND,Tamil Nādu,,10043.0,1356294017
41237,Gauli Palāsiya,Gauli Palasiya,22.5323,75.7275,India,IN,IND,Madhya Pradesh,,10043.0,1356362157
41238,Petmanhalli,Petmanhalli,17.7688,77.5056,India,IN,IND,Karnātaka,,10043.0,1356047444
41242,Tinkoni,Tinkoni,26.8613,84.9647,India,IN,IND,Bihār,,10042.0,1356754289
41243,Lepākshi,Lepakshi,13.81,77.6,India,IN,IND,Andhra Pradesh,,10042.0,1356664957
41254,Nallikodūr,Nallikodur,17.5811,79.75,India,IN,IND,Telangāna,,10037.0,1356010568
41260,Vembaditālam,Vembaditalam,11.5,78.1,India,IN,IND,Tamil Nādu,,10034.0,1356228839
41262,Mahārājapuram,Maharajapuram,9.6588,77.6631,India,IN,IND,Tamil Nādu,,10033.0,1356218426
41263,Baldeogarh,Baldeogarh,24.7562,79.0672,India,IN,IND,Madhya Pradesh,,10033.0,1356979188
41269,Suthālia,Suthalia,23.9955,77.1395,India,IN,IND,Madhya Pradesh,,10032.0,1356681390
41270,Puduparambubhāgam,Puduparambubhagam,9.6,76.74,India,IN,IND,Kerala,,10032.0,1356161495
41272,Sirugamani,Sirugamani,10.8975,78.5142,India,IN,IND,Tamil Nādu,,10031.0,1356225001
41275,Hājīpur,Hajipur,25.2657,87.5019,India,IN,IND,Jhārkhand,,10030.0,1356428946
41277,Ganapavaram,Ganapavaram,16.4314,80.0515,India,IN,IND,Andhra Pradesh,,10029.0,1356636651
41280,Munagapāka,Munagapaka,17.6333,83.0,India,IN,IND,Andhra Pradesh,,10028.0,1356402432
41281,Bela,Bela,24.9689,84.974,India,IN,IND,Bihār,,10028.0,1356422249
41286,Pānrepatti,Panrepatti,25.5537,83.9775,India,IN,IND,Bihār,,10026.0,1356617256
41287,Lālmunia Munhāra,Lalmunia Munhara,26.5741,86.4012,India,IN,IND,Bihār,,10026.0,1356083821
41295,Kīl Perambalūr,Kil Perambalur,11.36,79.098,India,IN,IND,Tamil Nādu,,10024.0,1356214881
41312,Belpāra,Belpara,20.5889,82.9729,India,IN,IND,Odisha,,10016.0,1356356860
41321,Dhangaraha,Dhangaraha,26.0204,84.7023,India,IN,IND,Bihār,,10014.0,1356219560
41323,Pakka Kalān,Pakka Kalan,30.0323,74.8555,India,IN,IND,Punjab,,10013.0,1356256322
41324,Sīlamalai,Silamalai,9.9621,77.3371,India,IN,IND,Tamil Nādu,,10013.0,1356251387
41331,Dagiāpāra,Dagiapara,26.4568,91.8294,India,IN,IND,Assam,,10010.0,1356701950
41335,Vandamettu,Vandamettu,9.7167,77.15,India,IN,IND,Kerala,,10009.0,1356088034
41348,Tiri,Tiri,25.8871,86.6757,India,IN,IND,Bihār,,10002.0,1356927315
41349,Amwa Majhār,Amwa Majhar,26.7362,84.5818,India,IN,IND,Bihār,,10002.0,1356091183
41354,Kolagallu,Kolagallu,15.15,76.92,India,IN,IND,Karnātaka,,10001.0,1356599563
41476,Waghāi,Waghai,20.7667,73.4833,India,IN,IND,Gujarāt,,10000.0,1356076874
41477,Ghargaon,Ghargaon,18.616,74.698,India,IN,IND,Mahārāshtra,,10000.0,1356180366
41478,Deh,Deh,27.3,73.9,India,IN,IND,Rājasthān,,10000.0,1356665709
41479,Medarametla,Medarametla,15.7167,80.0167,India,IN,IND,Andhra Pradesh,,10000.0,1356009044
41480,Hanzviur,Hanzviur,34.141,74.5829,India,IN,IND,Jammu and Kashmīr,,10000.0,1356165074
41481,Amsin,Amsin,26.5733,82.4357,India,IN,IND,Uttar Pradesh,,10000.0,1356565392
41482,Muttalakanpatti,Muttalakanpatti,10.8652,78.6492,India,IN,IND,Tamil Nādu,,10000.0,1356229071
